source,interaction,target
UBE2I_UBE2Q2,1,RNF38
UBA52_UBE2L6,1,RNF38
UBE2I_UBE2J2,1,RNF38
UBA52_UBE2N,1,RNF38
UBB_UBE2D1,1,RNF38
UBA52_UBE2Z,1,RNF38
RPS27A_UBE2E3,1,RNF38
UBE2I_UBE2Z,1,RNF38
UBE2I_UBE2L3,1,RNF38
UBA52_UBE2B,1,RNF38
UBA52_UBE2Q1,1,RNF38
UBE2I_UBE2T,1,RNF38
BIRC6_UBA52,1,RNF38
RPS27A_UBE2V2,1,RNF38
RPS27A_UBE2L3,1,RNF38
UBA52_UBE2D3,1,RNF38
UBB_UBE2M,1,RNF38
UBA52_UBE2V2,1,RNF38
UBB_UBE2V2,1,RNF38
RPS27A_UBE2L6,1,RNF38
UBB_UBE2G1,1,RNF38
UBA52_UBE2E2,1,RNF38
UBA52_UBE2U,1,RNF38
RPS27A_UBE2Q1,1,RNF38
UBA52_UBE2L3,1,RNF38
UBB_UBE2R2,1,RNF38
UBE2D3_UBE2I,1,RNF38
RPS27A_UBE2D2,1,RNF38
UBE2B_UBE2I,1,RNF38
RPS27A_UBE2U,1,RNF38
UBA52_UBE2A,1,RNF38
UBA52_UBE2J1,1,RNF38
UBA52_UBE2J2,1,RNF38
UBB_UBE2J2,1,RNF38
UBE2I,1,RNF38
UBA52_UBE2E3,1,RNF38
UBB_UBE2NL,1,RNF38
RPS27A_UBE2D3,1,RNF38
RPS27A_UBE2S,1,RNF38
UBB_UBE2J1,1,RNF38
UBA52_UBE2H,1,RNF38
UBE2I_UBE2M,1,RNF38
UBE2I_UBE2U,1,RNF38
UBE2I_UBE2S,1,RNF38
UBE2D4_UBE2I,1,RNF38
UBB_UBE2L3,1,RNF38
UBB_UBE2W,1,RNF38
UBB_UBE2U,1,RNF38
UBA52_UBE2S,1,RNF38
UBB_UBE2E3,1,RNF38
RPS27A_UBE2A,1,RNF38
UBB_UBE2E2,1,RNF38
UBA52_UBE2R2,1,RNF38
UBB_UBE2D4,1,RNF38
RPS27A_UBE2D1,1,RNF38
UBB_UBE2Q2,1,RNF38
UBA52_UBE2L5,1,RNF38
UBE2E1_UBE2I,1,RNF38
UBA52_UBE2K,1,RNF38
UBA52_UBE2D2,1,RNF38
UBB_UBE2D2,1,RNF38
UBE2I_UBE2L5,1,RNF38
RPS27A_UBE2L5,1,RNF38
UBB_UBE2I,1,RNF38
RPS27A_UBE2M,1,RNF38
UBE2I_UBE2Q1,1,RNF38
UBE2I_UBE2N,1,RNF38
RPS27A_UBE2C,1,RNF38
UBE2I_UBE2K,1,RNF38
UBB_UBE2T,1,RNF38
UBA52_UBE2NL,1,RNF38
RPS27A_UBE2Z,1,RNF38
UBE2C_UBE2I,1,RNF38
UBB_UBE2G2,1,RNF38
RPS27A_UBE2E2,1,RNF38
UBB_UBE2L5,1,RNF38
UBA52_UBE2T,1,RNF38
RPS27A_UBE2N,1,RNF38
UBE2I_UBE2V1,1,RNF38
BIRC6_UBB,1,RNF38
UBA52_UBE2E1,1,RNF38
RPS27A_UBE2K,1,RNF38
RPS27A_UBE2G2,1,RNF38
UBA52_UBE2D4,1,RNF38
BIRC6_UBE2I,1,RNF38
UBE2D2_UBE2I,1,RNF38
UBE2I_UBE2R2,1,RNF38
RPS27A_UBE2T,1,RNF38
UBB_UBE2N,1,RNF38
UBE2H_UBE2I,1,RNF38
RPS27A_UBE2J1,1,RNF38
RPS27A_UBE2J2,1,RNF38
UBA52_UBE2Q2,1,RNF38
UBE2I_UBE2L6,1,RNF38
UBB_UBE2K,1,RNF38
UBA52_UBE2G2,1,RNF38
RPS27A_UBE2NL,1,RNF38
UBE2I_UBE2J1,1,RNF38
RPS27A_UBE2Q2,1,RNF38
RPS27A_UBE2W,1,RNF38
RPS27A_UBE2E1,1,RNF38
UBB_UBE2Q1,1,RNF38
UBB_UBE2S,1,RNF38
RPS27A_UBE2R2,1,RNF38
UBE2D1_UBE2I,1,RNF38
UBA52_UBE2G1,1,RNF38
RPS27A_UBE2H,1,RNF38
RPS27A_UBE2B,1,RNF38
UBB_UBE2L6,1,RNF38
UBE2I_UBE2V2,1,RNF38
UBB_UBE2D3,1,RNF38
UBB_UBE2V1,1,RNF38
UBA52_UBE2W,1,RNF38
UBB_UBE2B,1,RNF38
UBA52_UBE2V1,1,RNF38
UBB_UBE2Z,1,RNF38
UBB_UBE2E1,1,RNF38
UBA52_UBE2C,1,RNF38
BIRC6_RPS27A,1,RNF38
UBB_UBE2A,1,RNF38
UBE2I_UBE2NL,1,RNF38
UBB_UBE2C,1,RNF38
UBE2E3_UBE2I,1,RNF38
RPS27A_UBE2G1,1,RNF38
RPS27A_UBE2I,1,RNF38
UBA52_UBE2I,1,RNF38
UBE2G2_UBE2I,1,RNF38
UBA52_UBE2D1,1,RNF38
UBE2A_UBE2I,1,RNF38
RPS27A_UBE2D4,1,RNF38
UBB_UBE2H,1,RNF38
ATM,1,ZNF148
CAMK2A,1,GRIA4
UBE2G1_UBE2I,1,UBE3B
UBE2I_UBE2W,1,UBE3B
RPS27A_UBE2V1,1,UBE3B
UBE2E2_UBE2I,1,UBE3B
UBA52_UBE2M,1,UBE3B
UBE2I_UBE2Q2,1,UBE3B
UBA52_UBE2L6,1,UBE3B
UBE2I_UBE2J2,1,UBE3B
UBA52_UBE2N,1,UBE3B
UBB_UBE2D1,1,UBE3B
UBA52_UBE2Z,1,UBE3B
RPS27A_UBE2E3,1,UBE3B
UBE2I_UBE2Z,1,UBE3B
UBE2I_UBE2L3,1,UBE3B
UBA52_UBE2B,1,UBE3B
UBA52_UBE2Q1,1,UBE3B
UBE2I_UBE2T,1,UBE3B
BIRC6_UBA52,1,UBE3B
RPS27A_UBE2V2,1,UBE3B
RPS27A_UBE2L3,1,UBE3B
UBA52_UBE2D3,1,UBE3B
UBB_UBE2M,1,UBE3B
UBA52_UBE2V2,1,UBE3B
UBB_UBE2V2,1,UBE3B
RPS27A_UBE2L6,1,UBE3B
UBB_UBE2G1,1,UBE3B
UBA52_UBE2E2,1,UBE3B
UBA52_UBE2U,1,UBE3B
RPS27A_UBE2Q1,1,UBE3B
UBA52_UBE2L3,1,UBE3B
UBB_UBE2R2,1,UBE3B
UBE2D3_UBE2I,1,UBE3B
RPS27A_UBE2D2,1,UBE3B
UBE2B_UBE2I,1,UBE3B
RPS27A_UBE2U,1,UBE3B
UBA52_UBE2A,1,UBE3B
UBA52_UBE2J1,1,UBE3B
UBA52_UBE2J2,1,UBE3B
UBB_UBE2J2,1,UBE3B
UBE2I,1,UBE3B
UBA52_UBE2E3,1,UBE3B
UBB_UBE2NL,1,UBE3B
RPS27A_UBE2D3,1,UBE3B
RPS27A_UBE2S,1,UBE3B
UBB_UBE2J1,1,UBE3B
UBA52_UBE2H,1,UBE3B
UBE2I_UBE2M,1,UBE3B
UBE2I_UBE2U,1,UBE3B
UBE2I_UBE2S,1,UBE3B
UBE2D4_UBE2I,1,UBE3B
UBB_UBE2L3,1,UBE3B
UBB_UBE2W,1,UBE3B
UBB_UBE2U,1,UBE3B
UBA52_UBE2S,1,UBE3B
UBB_UBE2E3,1,UBE3B
RPS27A_UBE2A,1,UBE3B
UBB_UBE2E2,1,UBE3B
UBA52_UBE2R2,1,UBE3B
UBB_UBE2D4,1,UBE3B
RPS27A_UBE2D1,1,UBE3B
UBB_UBE2Q2,1,UBE3B
UBA52_UBE2L5,1,UBE3B
UBE2E1_UBE2I,1,UBE3B
UBA52_UBE2K,1,UBE3B
UBA52_UBE2D2,1,UBE3B
UBB_UBE2D2,1,UBE3B
UBE2I_UBE2L5,1,UBE3B
RPS27A_UBE2L5,1,UBE3B
UBB_UBE2I,1,UBE3B
RPS27A_UBE2M,1,UBE3B
UBE2I_UBE2Q1,1,UBE3B
UBE2I_UBE2N,1,UBE3B
RPS27A_UBE2C,1,UBE3B
UBE2I_UBE2K,1,UBE3B
UBB_UBE2T,1,UBE3B
UBA52_UBE2NL,1,UBE3B
RPS27A_UBE2Z,1,UBE3B
UBE2C_UBE2I,1,UBE3B
UBB_UBE2G2,1,UBE3B
RPS27A_UBE2E2,1,UBE3B
UBB_UBE2L5,1,UBE3B
UBA52_UBE2T,1,UBE3B
RPS27A_UBE2N,1,UBE3B
UBE2I_UBE2V1,1,UBE3B
BIRC6_UBB,1,UBE3B
UBA52_UBE2E1,1,UBE3B
RPS27A_UBE2K,1,UBE3B
RPS27A_UBE2G2,1,UBE3B
UBA52_UBE2D4,1,UBE3B
BIRC6_UBE2I,1,UBE3B
UBE2D2_UBE2I,1,UBE3B
UBE2I_UBE2R2,1,UBE3B
RPS27A_UBE2T,1,UBE3B
UBB_UBE2N,1,UBE3B
UBE2H_UBE2I,1,UBE3B
RPS27A_UBE2J1,1,UBE3B
RPS27A_UBE2J2,1,UBE3B
UBA52_UBE2Q2,1,UBE3B
UBE2I_UBE2L6,1,UBE3B
UBB_UBE2K,1,UBE3B
UBA52_UBE2G2,1,UBE3B
RPS27A_UBE2NL,1,UBE3B
UBE2I_UBE2J1,1,UBE3B
RPS27A_UBE2Q2,1,UBE3B
RPS27A_UBE2W,1,UBE3B
RPS27A_UBE2E1,1,UBE3B
UBB_UBE2Q1,1,UBE3B
UBB_UBE2S,1,UBE3B
RPS27A_UBE2R2,1,UBE3B
UBE2D1_UBE2I,1,UBE3B
UBA52_UBE2G1,1,UBE3B
RPS27A_UBE2H,1,UBE3B
RPS27A_UBE2B,1,UBE3B
UBB_UBE2L6,1,UBE3B
UBE2I_UBE2V2,1,UBE3B
UBB_UBE2D3,1,UBE3B
UBB_UBE2V1,1,UBE3B
UBA52_UBE2W,1,UBE3B
UBB_UBE2B,1,UBE3B
UBA52_UBE2V1,1,UBE3B
UBB_UBE2Z,1,UBE3B
UBB_UBE2E1,1,UBE3B
UBA52_UBE2C,1,UBE3B
BIRC6_RPS27A,1,UBE3B
UBB_UBE2A,1,UBE3B
UBE2I_UBE2NL,1,UBE3B
UBB_UBE2C,1,UBE3B
UBE2E3_UBE2I,1,UBE3B
RPS27A_UBE2G1,1,UBE3B
RPS27A_UBE2I,1,UBE3B
UBA52_UBE2I,1,UBE3B
UBE2G2_UBE2I,1,UBE3B
UBA52_UBE2D1,1,UBE3B
UBE2A_UBE2I,1,UBE3B
RPS27A_UBE2D4,1,UBE3B
UBB_UBE2H,1,UBE3B
GPHA2,1,TSHR
PRKACA,1,PDE10A
STK39,-1,SLC12A3
TTL,-1,TUBA1A
MYLK3,1,MEF2C
MAPK1,1,EP300
HDAC5,-1,MEF2A
HOXD12,-1,MAFF
PLK1,1,KIF2B
CRBN_CUL4A_DDB1_RBX1,-1,CSNK1A1
MMP20,-1,ACAN
CSNK2A1,1,APEX1
PRRX1,-1,MAFF
CALM1,1,GEM
CYSLTR1,1,GNAI3
GPC6,-1,WNT5A
PRKCG,1,NRGN
RELA,1,HDAC4
HOOK1,-1,PTPN11
CSNK2A1,-1,PIN4
PLXNB3,1,ARHGDIA
ROCK1,1,MYLK
CSF1,1,CSF1R
KDM2B,1,RNF2
PRKAA1,-1,HDAC5
UBE2G1_UBE2I,1,TRIM45
UBE2I_UBE2W,1,TRIM45
RPS27A_UBE2V1,1,TRIM45
UBE2E2_UBE2I,1,TRIM45
UBA52_UBE2M,1,TRIM45
UBE2I_UBE2Q2,1,TRIM45
UBA52_UBE2L6,1,TRIM45
UBE2I_UBE2J2,1,TRIM45
UBA52_UBE2N,1,TRIM45
UBB_UBE2D1,1,TRIM45
UBA52_UBE2Z,1,TRIM45
RPS27A_UBE2E3,1,TRIM45
UBE2I_UBE2Z,1,TRIM45
UBE2I_UBE2L3,1,TRIM45
UBA52_UBE2B,1,TRIM45
UBA52_UBE2Q1,1,TRIM45
UBE2I_UBE2T,1,TRIM45
BIRC6_UBA52,1,TRIM45
RPS27A_UBE2V2,1,TRIM45
RPS27A_UBE2L3,1,TRIM45
UBA52_UBE2D3,1,TRIM45
UBB_UBE2M,1,TRIM45
UBA52_UBE2V2,1,TRIM45
UBB_UBE2V2,1,TRIM45
RPS27A_UBE2L6,1,TRIM45
UBB_UBE2G1,1,TRIM45
UBA52_UBE2E2,1,TRIM45
UBA52_UBE2U,1,TRIM45
RPS27A_UBE2Q1,1,TRIM45
UBA52_UBE2L3,1,TRIM45
UBB_UBE2R2,1,TRIM45
UBE2D3_UBE2I,1,TRIM45
RPS27A_UBE2D2,1,TRIM45
UBE2B_UBE2I,1,TRIM45
RPS27A_UBE2U,1,TRIM45
UBA52_UBE2A,1,TRIM45
UBA52_UBE2J1,1,TRIM45
UBA52_UBE2J2,1,TRIM45
UBB_UBE2J2,1,TRIM45
UBE2I,1,TRIM45
UBA52_UBE2E3,1,TRIM45
UBB_UBE2NL,1,TRIM45
RPS27A_UBE2D3,1,TRIM45
RPS27A_UBE2S,1,TRIM45
UBB_UBE2J1,1,TRIM45
UBA52_UBE2H,1,TRIM45
UBE2I_UBE2M,1,TRIM45
UBE2I_UBE2U,1,TRIM45
UBE2I_UBE2S,1,TRIM45
UBE2D4_UBE2I,1,TRIM45
UBB_UBE2L3,1,TRIM45
UBB_UBE2W,1,TRIM45
UBB_UBE2U,1,TRIM45
UBA52_UBE2S,1,TRIM45
UBB_UBE2E3,1,TRIM45
RPS27A_UBE2A,1,TRIM45
UBB_UBE2E2,1,TRIM45
UBA52_UBE2R2,1,TRIM45
UBB_UBE2D4,1,TRIM45
RPS27A_UBE2D1,1,TRIM45
UBB_UBE2Q2,1,TRIM45
UBA52_UBE2L5,1,TRIM45
UBE2E1_UBE2I,1,TRIM45
UBA52_UBE2K,1,TRIM45
UBA52_UBE2D2,1,TRIM45
UBB_UBE2D2,1,TRIM45
UBE2I_UBE2L5,1,TRIM45
RPS27A_UBE2L5,1,TRIM45
UBB_UBE2I,1,TRIM45
RPS27A_UBE2M,1,TRIM45
UBE2I_UBE2Q1,1,TRIM45
UBE2I_UBE2N,1,TRIM45
RPS27A_UBE2C,1,TRIM45
UBE2I_UBE2K,1,TRIM45
UBB_UBE2T,1,TRIM45
UBA52_UBE2NL,1,TRIM45
RPS27A_UBE2Z,1,TRIM45
UBE2C_UBE2I,1,TRIM45
UBB_UBE2G2,1,TRIM45
RPS27A_UBE2E2,1,TRIM45
UBB_UBE2L5,1,TRIM45
UBA52_UBE2T,1,TRIM45
RPS27A_UBE2N,1,TRIM45
UBE2I_UBE2V1,1,TRIM45
BIRC6_UBB,1,TRIM45
UBA52_UBE2E1,1,TRIM45
RPS27A_UBE2K,1,TRIM45
RPS27A_UBE2G2,1,TRIM45
UBA52_UBE2D4,1,TRIM45
BIRC6_UBE2I,1,TRIM45
UBE2D2_UBE2I,1,TRIM45
UBE2I_UBE2R2,1,TRIM45
RPS27A_UBE2T,1,TRIM45
UBB_UBE2N,1,TRIM45
UBE2H_UBE2I,1,TRIM45
RPS27A_UBE2J1,1,TRIM45
RPS27A_UBE2J2,1,TRIM45
UBA52_UBE2Q2,1,TRIM45
UBE2I_UBE2L6,1,TRIM45
UBB_UBE2K,1,TRIM45
UBA52_UBE2G2,1,TRIM45
RPS27A_UBE2NL,1,TRIM45
UBE2I_UBE2J1,1,TRIM45
RPS27A_UBE2Q2,1,TRIM45
RPS27A_UBE2W,1,TRIM45
RPS27A_UBE2E1,1,TRIM45
UBB_UBE2Q1,1,TRIM45
UBB_UBE2S,1,TRIM45
RPS27A_UBE2R2,1,TRIM45
UBE2D1_UBE2I,1,TRIM45
UBA52_UBE2G1,1,TRIM45
RPS27A_UBE2H,1,TRIM45
RPS27A_UBE2B,1,TRIM45
UBB_UBE2L6,1,TRIM45
UBE2I_UBE2V2,1,TRIM45
UBB_UBE2D3,1,TRIM45
UBB_UBE2V1,1,TRIM45
UBA52_UBE2W,1,TRIM45
UBB_UBE2B,1,TRIM45
UBA52_UBE2V1,1,TRIM45
UBB_UBE2Z,1,TRIM45
UBB_UBE2E1,1,TRIM45
UBA52_UBE2C,1,TRIM45
BIRC6_RPS27A,1,TRIM45
UBB_UBE2A,1,TRIM45
UBE2I_UBE2NL,1,TRIM45
UBB_UBE2C,1,TRIM45
UBE2E3_UBE2I,1,TRIM45
RPS27A_UBE2G1,1,TRIM45
RPS27A_UBE2I,1,TRIM45
UBA52_UBE2I,1,TRIM45
UBE2G2_UBE2I,1,TRIM45
UBA52_UBE2D1,1,TRIM45
UBE2A_UBE2I,1,TRIM45
RPS27A_UBE2D4,1,TRIM45
UBB_UBE2H,1,TRIM45
CDK2,1,RBBP8
PHB2,-1,MYOD1
WT1,-1,RBM4
GSK3B,-1,PTEN
PTPN21,1,SRC
ZMYM2,-1,NANOG
CDH13,1,CTNNB1
UBE2G1_UBE2I,1,RNF121
UBE2I_UBE2W,1,RNF121
RPS27A_UBE2V1,1,RNF121
UBE2E2_UBE2I,1,RNF121
UBA52_UBE2M,1,RNF121
UBE2I_UBE2Q2,1,RNF121
UBA52_UBE2L6,1,RNF121
UBE2I_UBE2J2,1,RNF121
UBA52_UBE2N,1,RNF121
UBB_UBE2D1,1,RNF121
UBA52_UBE2Z,1,RNF121
RPS27A_UBE2E3,1,RNF121
UBE2I_UBE2Z,1,RNF121
UBE2I_UBE2L3,1,RNF121
UBA52_UBE2B,1,RNF121
UBA52_UBE2Q1,1,RNF121
UBE2I_UBE2T,1,RNF121
BIRC6_UBA52,1,RNF121
RPS27A_UBE2V2,1,RNF121
RPS27A_UBE2L3,1,RNF121
UBA52_UBE2D3,1,RNF121
UBB_UBE2M,1,RNF121
UBA52_UBE2V2,1,RNF121
UBB_UBE2V2,1,RNF121
RPS27A_UBE2L6,1,RNF121
UBB_UBE2G1,1,RNF121
UBA52_UBE2E2,1,RNF121
UBA52_UBE2U,1,RNF121
RPS27A_UBE2Q1,1,RNF121
UBA52_UBE2L3,1,RNF121
UBB_UBE2R2,1,RNF121
UBE2D3_UBE2I,1,RNF121
RPS27A_UBE2D2,1,RNF121
UBE2B_UBE2I,1,RNF121
RPS27A_UBE2U,1,RNF121
UBA52_UBE2A,1,RNF121
UBA52_UBE2J1,1,RNF121
UBA52_UBE2J2,1,RNF121
UBB_UBE2J2,1,RNF121
UBE2I,1,RNF121
UBA52_UBE2E3,1,RNF121
UBB_UBE2NL,1,RNF121
RPS27A_UBE2D3,1,RNF121
RPS27A_UBE2S,1,RNF121
UBB_UBE2J1,1,RNF121
UBA52_UBE2H,1,RNF121
UBE2I_UBE2M,1,RNF121
UBE2I_UBE2U,1,RNF121
UBE2I_UBE2S,1,RNF121
UBE2D4_UBE2I,1,RNF121
UBB_UBE2L3,1,RNF121
UBB_UBE2W,1,RNF121
UBB_UBE2U,1,RNF121
UBA52_UBE2S,1,RNF121
UBB_UBE2E3,1,RNF121
RPS27A_UBE2A,1,RNF121
UBB_UBE2E2,1,RNF121
UBA52_UBE2R2,1,RNF121
UBB_UBE2D4,1,RNF121
RPS27A_UBE2D1,1,RNF121
UBB_UBE2Q2,1,RNF121
UBA52_UBE2L5,1,RNF121
UBE2E1_UBE2I,1,RNF121
UBA52_UBE2K,1,RNF121
UBA52_UBE2D2,1,RNF121
UBB_UBE2D2,1,RNF121
UBE2I_UBE2L5,1,RNF121
RPS27A_UBE2L5,1,RNF121
UBB_UBE2I,1,RNF121
RPS27A_UBE2M,1,RNF121
UBE2I_UBE2Q1,1,RNF121
UBE2I_UBE2N,1,RNF121
RPS27A_UBE2C,1,RNF121
UBE2I_UBE2K,1,RNF121
UBB_UBE2T,1,RNF121
UBA52_UBE2NL,1,RNF121
RPS27A_UBE2Z,1,RNF121
UBE2C_UBE2I,1,RNF121
UBB_UBE2G2,1,RNF121
RPS27A_UBE2E2,1,RNF121
UBB_UBE2L5,1,RNF121
UBA52_UBE2T,1,RNF121
RPS27A_UBE2N,1,RNF121
UBE2I_UBE2V1,1,RNF121
BIRC6_UBB,1,RNF121
UBA52_UBE2E1,1,RNF121
RPS27A_UBE2K,1,RNF121
RPS27A_UBE2G2,1,RNF121
UBA52_UBE2D4,1,RNF121
BIRC6_UBE2I,1,RNF121
UBE2D2_UBE2I,1,RNF121
UBE2I_UBE2R2,1,RNF121
RPS27A_UBE2T,1,RNF121
UBB_UBE2N,1,RNF121
UBE2H_UBE2I,1,RNF121
RPS27A_UBE2J1,1,RNF121
RPS27A_UBE2J2,1,RNF121
UBA52_UBE2Q2,1,RNF121
UBE2I_UBE2L6,1,RNF121
UBB_UBE2K,1,RNF121
UBA52_UBE2G2,1,RNF121
RPS27A_UBE2NL,1,RNF121
UBE2I_UBE2J1,1,RNF121
RPS27A_UBE2Q2,1,RNF121
RPS27A_UBE2W,1,RNF121
RPS27A_UBE2E1,1,RNF121
UBB_UBE2Q1,1,RNF121
UBB_UBE2S,1,RNF121
RPS27A_UBE2R2,1,RNF121
UBE2D1_UBE2I,1,RNF121
UBA52_UBE2G1,1,RNF121
RPS27A_UBE2H,1,RNF121
RPS27A_UBE2B,1,RNF121
UBB_UBE2L6,1,RNF121
UBE2I_UBE2V2,1,RNF121
UBB_UBE2D3,1,RNF121
UBB_UBE2V1,1,RNF121
UBA52_UBE2W,1,RNF121
UBB_UBE2B,1,RNF121
UBA52_UBE2V1,1,RNF121
UBB_UBE2Z,1,RNF121
UBB_UBE2E1,1,RNF121
UBA52_UBE2C,1,RNF121
BIRC6_RPS27A,1,RNF121
UBB_UBE2A,1,RNF121
UBE2I_UBE2NL,1,RNF121
UBB_UBE2C,1,RNF121
UBE2E3_UBE2I,1,RNF121
RPS27A_UBE2G1,1,RNF121
RPS27A_UBE2I,1,RNF121
UBA52_UBE2I,1,RNF121
UBE2G2_UBE2I,1,RNF121
UBA52_UBE2D1,1,RNF121
UBE2A_UBE2I,1,RNF121
RPS27A_UBE2D4,1,RNF121
UBB_UBE2H,1,RNF121
LYN,1,PAG1
SERPINC1,-1,F12
TM9SF4,1,ATP6V1H
PRKCA,-1,ITGB4
UBE2G1_UBE2I,1,HERC1
UBE2I_UBE2W,1,HERC1
RPS27A_UBE2V1,1,HERC1
UBE2E2_UBE2I,1,HERC1
UBA52_UBE2M,1,HERC1
UBE2I_UBE2Q2,1,HERC1
UBA52_UBE2L6,1,HERC1
UBE2I_UBE2J2,1,HERC1
UBA52_UBE2N,1,HERC1
UBB_UBE2D1,1,HERC1
UBA52_UBE2Z,1,HERC1
RPS27A_UBE2E3,1,HERC1
UBE2I_UBE2Z,1,HERC1
UBE2I_UBE2L3,1,HERC1
UBA52_UBE2B,1,HERC1
UBA52_UBE2Q1,1,HERC1
UBE2I_UBE2T,1,HERC1
BIRC6_UBA52,1,HERC1
RPS27A_UBE2V2,1,HERC1
RPS27A_UBE2L3,1,HERC1
UBA52_UBE2D3,1,HERC1
UBB_UBE2M,1,HERC1
UBA52_UBE2V2,1,HERC1
UBB_UBE2V2,1,HERC1
RPS27A_UBE2L6,1,HERC1
UBB_UBE2G1,1,HERC1
UBA52_UBE2E2,1,HERC1
UBA52_UBE2U,1,HERC1
RPS27A_UBE2Q1,1,HERC1
UBA52_UBE2L3,1,HERC1
UBB_UBE2R2,1,HERC1
UBE2D3_UBE2I,1,HERC1
RPS27A_UBE2D2,1,HERC1
UBE2B_UBE2I,1,HERC1
RPS27A_UBE2U,1,HERC1
UBA52_UBE2A,1,HERC1
UBA52_UBE2J1,1,HERC1
UBA52_UBE2J2,1,HERC1
UBB_UBE2J2,1,HERC1
UBE2I,1,HERC1
UBA52_UBE2E3,1,HERC1
UBB_UBE2NL,1,HERC1
RPS27A_UBE2D3,1,HERC1
RPS27A_UBE2S,1,HERC1
UBB_UBE2J1,1,HERC1
UBA52_UBE2H,1,HERC1
UBE2I_UBE2M,1,HERC1
UBE2I_UBE2U,1,HERC1
UBE2I_UBE2S,1,HERC1
UBE2D4_UBE2I,1,HERC1
UBB_UBE2L3,1,HERC1
UBB_UBE2W,1,HERC1
UBB_UBE2U,1,HERC1
UBA52_UBE2S,1,HERC1
UBB_UBE2E3,1,HERC1
RPS27A_UBE2A,1,HERC1
UBB_UBE2E2,1,HERC1
UBA52_UBE2R2,1,HERC1
UBB_UBE2D4,1,HERC1
RPS27A_UBE2D1,1,HERC1
UBB_UBE2Q2,1,HERC1
UBA52_UBE2L5,1,HERC1
UBE2E1_UBE2I,1,HERC1
UBA52_UBE2K,1,HERC1
UBA52_UBE2D2,1,HERC1
UBB_UBE2D2,1,HERC1
UBE2I_UBE2L5,1,HERC1
RPS27A_UBE2L5,1,HERC1
UBB_UBE2I,1,HERC1
RPS27A_UBE2M,1,HERC1
UBE2I_UBE2Q1,1,HERC1
UBE2I_UBE2N,1,HERC1
RPS27A_UBE2C,1,HERC1
UBE2I_UBE2K,1,HERC1
UBB_UBE2T,1,HERC1
UBA52_UBE2NL,1,HERC1
RPS27A_UBE2Z,1,HERC1
UBE2C_UBE2I,1,HERC1
UBB_UBE2G2,1,HERC1
RPS27A_UBE2E2,1,HERC1
UBB_UBE2L5,1,HERC1
UBA52_UBE2T,1,HERC1
RPS27A_UBE2N,1,HERC1
UBE2I_UBE2V1,1,HERC1
BIRC6_UBB,1,HERC1
UBA52_UBE2E1,1,HERC1
RPS27A_UBE2K,1,HERC1
RPS27A_UBE2G2,1,HERC1
UBA52_UBE2D4,1,HERC1
BIRC6_UBE2I,1,HERC1
UBE2D2_UBE2I,1,HERC1
UBE2I_UBE2R2,1,HERC1
RPS27A_UBE2T,1,HERC1
UBB_UBE2N,1,HERC1
UBE2H_UBE2I,1,HERC1
RPS27A_UBE2J1,1,HERC1
RPS27A_UBE2J2,1,HERC1
UBA52_UBE2Q2,1,HERC1
UBE2I_UBE2L6,1,HERC1
UBB_UBE2K,1,HERC1
UBA52_UBE2G2,1,HERC1
RPS27A_UBE2NL,1,HERC1
UBE2I_UBE2J1,1,HERC1
RPS27A_UBE2Q2,1,HERC1
RPS27A_UBE2W,1,HERC1
RPS27A_UBE2E1,1,HERC1
UBB_UBE2Q1,1,HERC1
UBB_UBE2S,1,HERC1
RPS27A_UBE2R2,1,HERC1
UBE2D1_UBE2I,1,HERC1
UBA52_UBE2G1,1,HERC1
RPS27A_UBE2H,1,HERC1
RPS27A_UBE2B,1,HERC1
UBB_UBE2L6,1,HERC1
UBE2I_UBE2V2,1,HERC1
UBB_UBE2D3,1,HERC1
UBB_UBE2V1,1,HERC1
UBA52_UBE2W,1,HERC1
UBB_UBE2B,1,HERC1
UBA52_UBE2V1,1,HERC1
UBB_UBE2Z,1,HERC1
UBB_UBE2E1,1,HERC1
UBA52_UBE2C,1,HERC1
BIRC6_RPS27A,1,HERC1
UBB_UBE2A,1,HERC1
UBE2I_UBE2NL,1,HERC1
UBB_UBE2C,1,HERC1
UBE2E3_UBE2I,1,HERC1
RPS27A_UBE2G1,1,HERC1
RPS27A_UBE2I,1,HERC1
UBA52_UBE2I,1,HERC1
UBE2G2_UBE2I,1,HERC1
UBA52_UBE2D1,1,HERC1
UBE2A_UBE2I,1,HERC1
RPS27A_UBE2D4,1,HERC1
UBB_UBE2H,1,HERC1
UBE2G1_UBE2I,1,MDM2
UBE2I_UBE2W,1,MDM2
RPS27A_UBE2V1,1,MDM2
UBE2E2_UBE2I,1,MDM2
UBA52_UBE2M,1,MDM2
UBE2I_UBE2Q2,1,MDM2
UBA52_UBE2L6,1,MDM2
UBE2I_UBE2J2,1,MDM2
UBA52_UBE2N,1,MDM2
UBB_UBE2D1,1,MDM2
UBA52_UBE2Z,1,MDM2
RPS27A_UBE2E3,1,MDM2
UBE2I_UBE2Z,1,MDM2
UBE2I_UBE2L3,1,MDM2
UBA52_UBE2B,1,MDM2
UBA52_UBE2Q1,1,MDM2
UBE2I_UBE2T,1,MDM2
BIRC6_UBA52,1,MDM2
RPS27A_UBE2V2,1,MDM2
RPS27A_UBE2L3,1,MDM2
UBA52_UBE2D3,1,MDM2
UBB_UBE2M,1,MDM2
